StudentID,Age,Gender,MaritalStatus,HighSchoolGPA,EntranceScore,StudyProgram,YearOfStudy,Modeofstudy,PartTimeFullTime,Scholarship,FinancialAid,TuitionStatus,UniversityGPA,CourseFailures,AcademicProbation,LibraryUses,DistanceFromHome,EmploymentStatus,Churn
23,19,F,Single,95.60799552294549,864.0635592802587,Soil and Plant Sciences,4,Block,Full-time,False,False,Paid,1.5256352396124937,1,True,0,217.92018443636303,Student,True
24,21,Other,Divorced,84.3441819538242,841.5943904581854,Soil and Plant Sciences,4,Distance,Full-time,False,True,Paid,0.5634744158034453,3,False,24,277.9202438417493,Employed,False
25,22,Other,Single,82.7564579831847,875.9068939258376,Banking and Finance,4,Block,Full-time,True,False,Exempt,2.499775081631328,8,False,26,202.57810354308242,Employed,False
26,18,Other,Single,93.26084009000985,860.9631011656902,Economics,3,Block,Part-time,False,False,Paid,2.915482037954383,2,True,6,105.28959525247167,Student,False
27,21,Other,Married,80.03759767049822,889.6040799657219,"Livestock, Wildlife and Fisheries",2,Distance,Part-time,True,False,Unpaid,3.7276509303898235,5,True,43,296.49424439125494,Employed,False
28,19,M,Divorced,83.5674516861466,881.8026749138693,Local Governance Studies,4,Block,Part-time,False,True,Paid,1.1154877050438596,6,True,41,377.95895731256877,Unemployed,True
29,23,F,Divorced,80.58142760687907,825.2813606089201,Fiscal Studies,1,Distance,Full-time,False,True,Unpaid,3.8008448234617207,7,True,28,322.4192980100982,Employed,True
30,22,Other,Married,83.33770235709741,827.14385776342,Development Studies,2,Block,Full-time,True,True,Paid,0.2530506872826992,6,True,30,117.22442440401976,Unemployed,False
31,21,Other,Single,83.6263855985101,812.5356475792386,Psychology,1,Distance,Part-time,True,False,Exempt,2.4120554534583527,2,True,43,365.80397218426197,Employed,True
32,18,Other,Single,87.75347189500789,833.6964725717456,Fiscal Studies,1,Distance,Full-time,False,False,Paid,0.2285308773733199,5,False,42,128.44890302228163,Employed,True
33,18,F,Single,88.04654249373112,899.9543918719095,Geography and Environmental Science,4,Block,Part-time,False,False,Paid,3.5750967510477794,4,True,35,87.60118146202001,Student,True
34,20,M,Single,97.48524941220475,840.5751168615061,Economics and Finance,4,Block,Full-time,True,True,Exempt,2.1192362282802164,9,False,18,345.33400771936107,Unemployed,False
35,20,F,Divorced,90.2021942499765,822.0488434689106,Fiscal Studies,3,Distance,Part-time,False,False,Paid,2.6773934030511843,3,False,5,421.39362305696454,Student,True
36,24,M,Divorced,94.46809531224572,876.2482884475553,Religious Studies,3,Distance,Full-time,True,True,Unpaid,3.32629570364181,0,False,24,240.7697238482872,Employed,False
37,19,Other,Married,82.08274715840575,854.2471003462656,TshiVenda,3,Distance,Full-time,True,True,Paid,0.601242489935875,6,False,30,265.69589656921886,Student,False
38,21,Other,Married,84.50877510927387,814.9601449526953,Computer Sciences,2,Block,Part-time,False,True,Paid,0.15436624775253538,7,False,8,151.37378523561623,Employed,False
39,21,F,Divorced,94.05886881957353,838.0689681160866,Media and Cultural Studies,3,Block,Part-time,True,True,Paid,3.5155245836514086,1,True,19,247.3090075550161,Employed,True
40,24,F,Divorced,81.05607920937057,841.4469715539343,XiChangana,1,Block,Part-time,True,True,Exempt,1.25973290983573,6,True,9,65.9914990062036,Employed,False
41,23,M,Single,89.73195324487506,875.3829700569219,Hospitality Tourism and Culture,3,Block,Part-time,True,False,Paid,0.5159156317086611,5,True,36,477.915414841495,Unemployed,True
42,23,M,Single,91.98737931325867,802.0671368891905,"Archaeology, Museums and Heritage Studies",4,Distance,Part-time,False,False,Paid,1.8738449483483461,4,False,26,400.1803268282981,Unemployed,True
43,24,F,Married,92.04291288104962,826.901964679831,"Peace, Conflict and Governance",3,Distance,Full-time,True,True,Unpaid,2.393224302784075,3,True,12,333.98653041109236,Unemployed,True
44,23,M,Divorced,80.45865622536084,851.7596301315522,Business Management,2,Distance,Part-time,False,False,Paid,0.1238824136900405,1,False,40,269.0971858422015,Student,False
45,20,F,Married,86.4421600845837,826.8846742452844,Media and Cultural Studies,2,Distance,Part-time,False,False,Paid,1.099582633028351,9,False,1,396.08456811398224,Employed,True
46,21,M,Divorced,92.72981302098307,862.8434047418999,Hospitality Tourism and Culture,1,Block,Part-time,False,True,Paid,0.13119949710758405,5,False,49,247.37861979290216,Student,False
47,24,F,Single,82.97999472298487,848.1867479274616,Religious Studies & Philosophy,2,Distance,Full-time,True,True,Paid,1.6813415567819958,4,False,20,149.98695407726626,Student,False
48,21,F,Married,93.90831296656107,836.171025485958,Economics,3,Distance,Part-time,True,False,Unpaid,3.5804001162649772,1,True,32,80.18711758333602,Employed,False
49,18,F,Married,94.91850417627349,894.9208626870512,"Livestock, Wildlife and Fisheries",4,Block,Part-time,False,False,Unpaid,3.9306096459742768,9,True,23,323.79279440090363,Student,True
50,20,M,Divorced,99.6393838089229,863.2159499186457,Hospitality Tourism and Culture,2,Block,Part-time,False,False,Exempt,2.54819021401451,6,True,43,464.712872513257,Employed,False
51,22,M,Single,84.19683989712819,812.9941372267941,Gender and Social Anthropology,1,Distance,Full-time,True,False,Paid,0.6465507751383672,5,True,41,76.80927675217558,Employed,True
52,20,M,Married,96.5026133533223,856.0091697443396,Internal Auditing,3,Block,Full-time,False,True,Exempt,3.623397559997223,8,True,33,90.00902252540338,Employed,False
53,24,F,Single,90.40593153837308,878.0731853200901,Risk Management and Insurance,1,Distance,Part-time,False,False,Exempt,2.064991292800242,9,False,8,216.80301670476754,Employed,True
54,22,M,Married,87.46925192288347,870.8489697492797,Politics and Public Administration,2,Block,Full-time,True,True,Paid,0.6149972484116724,4,True,1,403.4496739598445,Student,False
55,18,M,Single,82.44753514650355,817.2089229295259,Internal Auditing,2,Block,Part-time,False,True,Unpaid,3.6869066778066455,8,False,29,146.9613644857523,Student,False
56,24,F,Divorced,94.71011212975075,897.2419999040103,Religious Studies & Philosophy,1,Distance,Full-time,True,False,Unpaid,3.029876202892412,8,False,21,126.95646233501407,Student,False
57,19,Other,Married,84.71715198287374,844.8813645746606,"Archaeology, Museums and Heritage Studies",3,Block,Part-time,True,False,Paid,2.9268210908926062,0,False,45,309.9831457314169,Unemployed,True
58,21,F,Married,87.42844003746092,815.9025003740261,Gender and Social Anthropology,2,Distance,Full-time,False,False,Paid,2.8367228151776187,4,True,10,267.80739093716596,Student,True
59,18,M,Single,81.25084453794737,818.0195754128148,Internal Auditing,4,Block,Part-time,True,True,Unpaid,0.8013592843857693,8,False,42,30.110182222618132,Student,True
60,21,F,Single,96.02733831639038,809.8234992189081,"Archaeology, Museums and Heritage Studies",2,Block,Part-time,True,True,Paid,0.8440267668301042,6,False,16,40.74498865463827,Unemployed,False
61,23,Other,Married,95.33177047943286,880.3518108434935,Psychology,3,Block,Full-time,True,True,Paid,2.75317199370902,5,True,35,321.5064900923831,Employed,True
62,19,F,Divorced,94.67231660084624,812.2030494321849,Politics and Public Administration,2,Block,Part-time,False,True,Paid,0.8788910004415875,5,False,12,232.56179957388977,Employed,False
63,19,M,Single,85.98887020983773,812.5125257141747,Religious Studies & Philosophy,1,Block,Part-time,False,False,Unpaid,1.7546867872121954,6,False,6,485.4885957945735,Employed,True
64,18,Other,Single,83.46960148531915,885.0471614760838,Psychology,2,Distance,Part-time,False,True,Exempt,3.1280073023757655,0,False,15,339.2657053650324,Unemployed,True
65,19,M,Single,92.7510652894046,834.460408444756,Religious Studies,2,Block,Part-time,True,True,Exempt,3.135810072391364,3,True,32,5.036830996615727,Student,True
66,22,Other,Married,89.92332768226439,803.0857904308073,Religious Studies,3,Distance,Full-time,True,False,Paid,1.8130470901034386,0,False,44,240.5093899002309,Student,False
67,19,Other,Married,83.56504933809283,805.1895299518411,Finance,1,Block,Part-time,False,True,Unpaid,3.1687597531009803,5,False,0,207.22396751773974,Student,False
68,21,F,Married,93.71822542099727,814.2170446703896,Finance,3,Distance,Full-time,False,True,Paid,3.354487184792227,3,True,10,53.35692999688435,Student,False
69,21,F,Married,99.82252863642607,821.339334797569,Fiscal Studies,2,Block,Full-time,True,False,Unpaid,2.619103005137041,0,True,5,461.60441793609505,Unemployed,True
70,24,M,Divorced,94.94439175484075,866.5146194238405,English & Applied Communication,4,Distance,Full-time,False,True,Paid,0.9137034092336807,8,False,19,402.50564954086184,Student,False
71,21,F,Divorced,94.79972773371223,815.7326280001828,Banking and Finance,2,Distance,Full-time,False,True,Unpaid,1.09604712154219,3,True,34,115.04295421000094,Employed,True
72,24,F,Married,99.00625505861183,811.8874391177072,Statistics and Operations Research,3,Block,Part-time,False,True,Unpaid,1.2593646216349415,5,True,43,127.9903794214986,Unemployed,True
73,21,Other,Divorced,84.05872735149805,876.4719141476279,XiChangana,4,Block,Part-time,False,True,Exempt,0.467216430935808,6,True,36,16.00902665972548,Unemployed,False
74,22,F,Single,91.31099929842881,867.1055283859914,Business Management,3,Block,Full-time,False,False,Paid,1.0926384814797805,7,True,40,148.35872578952046,Employed,True
75,24,Other,Single,99.59293430067767,843.5324221455236,Religious Studies,3,Distance,Part-time,True,True,Exempt,0.8380768972501285,8,True,25,292.3110044566768,Employed,True
76,20,Other,Single,83.30588221940349,854.9309771480104,Accounting,1,Distance,Full-time,False,False,Exempt,1.8213149992344086,8,True,11,210.42169419333413,Student,True
77,23,Other,Married,94.00503918889042,831.1984020326419,Business Management,4,Block,Part-time,False,True,Unpaid,3.6337501914890598,7,True,29,484.6277318598404,Employed,True
78,18,M,Single,91.71620291943805,848.250042023536,Psychology,2,Block,Part-time,True,False,Paid,0.4179212670158323,9,False,27,28.040084631835438,Unemployed,False
79,21,M,Divorced,91.72958184377414,850.6672648982745,Marketing Management,3,Distance,Part-time,True,False,Unpaid,2.8810716957895823,2,True,26,295.7150794495053,Unemployed,True
80,19,M,Married,93.95341255040151,838.7237271178096,Accounting,2,Distance,Full-time,True,False,Unpaid,2.749132017652511,1,True,41,429.15472025352403,Unemployed,True
81,21,Other,Divorced,98.59233845751368,890.6572210672163,Development Studies,1,Block,Full-time,True,True,Unpaid,0.38301679465343064,4,True,18,240.3704562048613,Student,True
82,19,M,Single,95.65163879702676,801.6061864981007,XiChangana,1,Distance,Part-time,False,True,Paid,3.6902896196232002,0,False,4,1.4813602801984072,Student,False
83,23,M,Single,81.1227220683242,878.2171263091246,TshiVenda,4,Block,Full-time,False,True,Paid,2.2738888086272784,2,True,4,121.4007499131376,Employed,False
84,23,F,Single,97.05456039751422,812.4382831241325,Soil and Plant Sciences,1,Block,Full-time,False,False,Unpaid,1.454902084542737,0,True,40,161.88448783398306,Student,True
85,23,M,Married,84.51082659851465,879.75473605372,Statistics and Operations Research,1,Block,Part-time,False,True,Paid,3.0261543339812267,2,False,26,482.9972472787312,Student,True
86,19,M,Divorced,87.53828329472744,861.5911915676721,Marketing Management,2,Distance,Full-time,True,True,Unpaid,1.0294618336065362,3,True,27,455.8866409193497,Unemployed,True
87,21,Other,Married,89.23465627224765,884.3278090936402,Office Management,1,Distance,Part-time,True,True,Paid,2.7740393481852816,6,False,25,474.58525255381517,Unemployed,True
88,23,Other,Married,89.6181200150614,809.7514325640898,Office Management,1,Distance,Part-time,False,True,Paid,0.15884483028898888,4,False,26,412.87922880848413,Employed,True
89,22,Other,Single,88.70360798510714,855.8980634099775,Musicology and Ethnochoreology,3,Distance,Part-time,False,False,Exempt,3.357632150437088,4,True,48,175.8238670569522,Unemployed,True
90,24,Other,Married,98.7470658843173,850.1087880262197,History,1,Block,Full-time,False,False,Unpaid,1.792683388085274,0,False,41,452.9382110481003,Student,True
91,19,Other,Married,94.1203801532805,870.6193182963359,English & Applied Communication,3,Distance,Part-time,False,True,Exempt,2.546771657431767,7,True,20,490.8422529685244,Employed,True
92,19,Other,Single,92.62341291913413,853.4290551893675,XiChangana,1,Block,Part-time,True,True,Exempt,0.8849512792267347,3,True,0,175.03565613747645,Employed,False
93,21,M,Married,80.99684055565884,854.0734567133104,TshiVenda,1,Block,Full-time,False,True,Unpaid,2.708294850633792,9,False,27,130.27798299322447,Unemployed,False
94,19,Other,Single,98.07826660520749,842.9595943576064,Banking and Finance,4,Block,Full-time,True,False,Unpaid,3.0889611035731064,4,False,47,273.45814639111063,Unemployed,False
95,19,Other,Single,98.18780384016793,830.8834424007341,Banking and Finance,4,Distance,Full-time,True,True,Paid,1.892852747537595,1,True,14,93.57609629946501,Unemployed,True
96,23,F,Single,95.60426126860204,848.2264361252193,Sociology,3,Block,Full-time,True,False,Unpaid,2.470907696247177,0,True,16,16.312110703190108,Employed,True
97,21,M,Single,80.14058407627239,811.8492358768401,Finance,1,Block,Part-time,True,False,Exempt,1.8253036952895942,8,False,25,472.91558555793483,Unemployed,True
98,23,M,Married,81.14560502155247,896.1513338983085,History,2,Distance,Full-time,False,True,Exempt,3.576365477031382,1,True,19,462.87031622070964,Student,False
99,24,M,Single,84.50447404536979,871.4410763626598,"Livestock, Wildlife and Fisheries",4,Block,Full-time,False,True,Unpaid,1.9914767220572767,5,True,24,81.32692688106053,Employed,False
100,24,Other,Single,82.62698816289813,895.2467116687847,Marketing Management,2,Distance,Full-time,False,True,Exempt,3.3672348361152755,0,True,12,203.87012346485972,Unemployed,False
101,23,Other,Married,87.97672059407459,822.6727382329964,Accounting,4,Distance,Full-time,False,False,Paid,3.2054082330809943,0,False,32,415.5181566363428,Student,False
102,24,Other,Married,98.45246116175579,887.9341020176528,Sociology,4,Distance,Part-time,True,False,Exempt,1.6420192853934261,8,True,24,330.5001494104265,Student,True
103,21,F,Divorced,89.44120868393996,880.8789984563539,Risk Management and Insurance,1,Block,Full-time,True,True,Paid,0.9203379674299002,3,True,7,197.39375458535696,Unemployed,False
104,18,Other,Married,80.26805252864331,867.7152412457674,Transport and Logistics,4,Distance,Part-time,True,False,Exempt,1.624328530239084,8,True,4,372.0854985914095,Student,True
105,23,F,Married,85.65491379157524,862.5029186085205,XiChangana,2,Distance,Full-time,False,True,Paid,3.3048695031008806,4,False,5,448.52369410509544,Employed,False
106,22,M,Divorced,80.89189816745923,831.654966526787,Urban Planning and Development,4,Distance,Part-time,True,True,Paid,0.9105301432775694,6,False,22,463.079165262934,Employed,True
107,22,Other,Married,80.72575245227004,881.641078496503,Gender and Social Anthropology,3,Distance,Part-time,True,False,Unpaid,2.0977453834309974,0,False,29,189.4248059610945,Student,False
108,19,F,Married,85.51439706191104,850.1515461479734,Hospitality Tourism and Culture,1,Block,Full-time,True,False,Paid,3.22438699184299,5,True,13,86.78034003640944,Employed,True
109,24,F,Married,85.51224677357891,807.0891575891285,Accounting,1,Distance,Part-time,True,False,Unpaid,1.4139099005135152,7,False,22,456.4194290969876,Unemployed,True
110,22,Other,Married,95.74253205203208,831.286316085513,"Archaeology, Museums and Heritage Studies",3,Block,Full-time,False,False,Exempt,2.5688385480107896,0,True,10,46.27772293051413,Student,True
111,19,M,Divorced,99.49669305562225,893.5297098545327,Religious Studies & Philosophy,3,Distance,Part-time,True,True,Exempt,0.9825262961952581,8,False,30,360.8441956140818,Employed,True
112,18,M,Married,87.42414187779997,885.0680260604846,English & Applied Communication,3,Block,Part-time,True,True,Exempt,0.4371177814726397,2,True,5,70.24865743040081,Unemployed,False
113,21,M,Married,88.57773757722077,898.1905698076539,Urban Planning and Development,4,Distance,Part-time,False,True,Paid,3.1775369003714253,0,False,10,194.6934273338461,Unemployed,True
114,21,F,Divorced,96.89578872572042,862.7993382604099,Transport and Logistics,1,Block,Full-time,False,False,Exempt,0.3958744936348273,0,True,12,205.7778732725137,Employed,True
115,21,F,Single,85.36278040191027,824.7510073140412,Computer Sciences,3,Distance,Part-time,False,True,Exempt,1.0855255803183383,5,True,11,79.37895755604168,Student,True
116,22,F,Divorced,83.12763608806895,816.2815049676864,Musicology and Ethnochoreology,4,Block,Full-time,True,False,Unpaid,3.4204376879897604,5,False,1,461.340717003306,Unemployed,False
117,18,F,Single,97.06179246807301,818.6914440608462,Sociology,3,Block,Part-time,True,False,Unpaid,1.3858771483146688,0,True,34,1.3340840046431324,Unemployed,True
118,22,M,Divorced,80.9300117288013,801.9795658347255,Economics,2,Block,Part-time,True,False,Exempt,3.8921813980566444,2,False,35,446.9042716083153,Unemployed,True
119,24,Other,Divorced,92.39398880398832,839.0682110985939,TshiVenda,2,Distance,Part-time,True,True,Exempt,3.918937339095439,6,False,16,441.91466173774273,Unemployed,True
120,22,F,Married,91.23985694933614,819.1427680499543,Finance,1,Block,Part-time,False,False,Paid,1.0731040818142268,9,True,27,158.4818268490008,Student,True
121,18,F,Single,86.91840895003389,841.1655460456702,Urban Planning and Development,4,Block,Part-time,True,False,Paid,0.1639128889995618,2,True,27,352.14213493963774,Employed,False
122,18,M,Married,86.30379042194718,893.4994431838766,Office Management,2,Block,Part-time,True,False,Exempt,2.8202531368215165,2,False,21,126.40445564915775,Employed,True
123,24,Other,Single,95.43715452363243,843.054020950719,Transport and Logistics,2,Block,Full-time,False,False,Unpaid,1.803946010593375,2,False,37,379.3867811269692,Employed,True
124,18,Other,Divorced,81.72849221525092,887.7984496984835,Economics and Finance,4,Distance,Full-time,False,False,Exempt,0.40301137583830515,6,False,6,280.5598708938717,Unemployed,True
125,18,M,Divorced,84.73568618622771,860.5504766615877,Internal Auditing,3,Block,Full-time,False,False,Paid,2.8300912759121712,3,True,14,150.11272712382916,Student,False
126,21,M,Single,94.64897463676179,824.7131554661391,Development Studies,4,Block,Part-time,True,False,Unpaid,0.12469963644768489,3,False,31,200.1173768188273,Employed,True
127,24,Other,Married,90.96641167452849,835.5854759259212,Sociology,3,Block,Full-time,True,False,Unpaid,3.4807867619689685,2,True,10,344.9443661192018,Student,True
128,20,F,Married,82.55976417067173,808.391953582143,Statistics and Operations Research,2,Distance,Part-time,True,False,Paid,0.5546101164532149,9,True,23,453.04872482189154,Employed,True
129,20,Other,Married,97.64271228564121,833.346259359601,Fiscal Studies,2,Block,Full-time,True,False,Exempt,0.5092475149869,8,False,2,65.36325828363732,Unemployed,False
130,18,M,Married,87.86895693127182,867.7540945503534,Local Governance Studies,2,Block,Full-time,True,False,Exempt,0.7026891918743381,1,False,29,285.6819848345786,Employed,False
131,20,F,Divorced,96.55736750644346,807.2111092929435,Accounting,1,Block,Part-time,False,False,Exempt,3.841065433968266,3,True,5,126.86459972855873,Unemployed,True
132,20,F,Divorced,95.75426031055417,820.540140847803,Business Management,1,Block,Part-time,False,True,Paid,2.772677441015384,7,True,1,400.6861249377296,Unemployed,True
133,18,M,Divorced,92.48850892943456,838.1441041413311,"Livestock, Wildlife and Fisheries",1,Distance,Full-time,True,True,Unpaid,3.205486141854547,5,True,13,35.11865293474054,Employed,False
134,20,M,Divorced,89.88962262590186,898.2049537015962,Sociology,4,Block,Full-time,True,False,Paid,1.590539942931012,6,True,40,344.4778950855849,Student,False
135,22,M,Divorced,99.59101680763514,878.486182295888,Gender and Social Anthropology,2,Block,Full-time,True,False,Exempt,1.3452509100198222,6,False,17,87.4730068455149,Unemployed,True
136,19,Other,Married,82.89930144759634,873.3486746492104,Economics,2,Distance,Full-time,True,False,Paid,0.9379360271326798,1,True,43,298.1927092016146,Student,True
137,24,Other,Married,94.50311455102229,811.6190956525446,Hospitality Tourism and Culture,4,Distance,Part-time,True,True,Unpaid,1.9225921132496357,3,False,30,417.846293596346,Employed,True
138,19,F,Married,83.82381402929578,878.0995893614992,Politics and Public Administration,1,Distance,Full-time,False,True,Paid,2.207314934136674,9,False,12,377.5403310608398,Unemployed,False
139,18,M,Married,86.76526210664697,878.5268811516015,TshiVenda,4,Block,Part-time,False,True,Exempt,2.5270993746110215,9,False,25,376.47144384181865,Student,False
140,21,F,Divorced,86.1739748674639,860.1102695624328,Transport and Logistics,1,Distance,Part-time,False,False,Unpaid,1.028474015994778,5,True,43,258.9226560934526,Unemployed,False
141,24,F,Divorced,98.94071975477446,899.0361781998372,Sociology,2,Block,Full-time,True,False,Paid,3.7946163236119625,2,True,11,445.37279592486067,Employed,False
142,18,F,Divorced,99.3471235557655,832.5253905924552,Fiscal Studies,3,Distance,Part-time,True,False,Paid,0.6790339928285434,8,False,17,294.05259912099893,Unemployed,False
143,21,F,Single,83.66030888469454,894.1272448241851,Sociology,1,Block,Full-time,False,False,Unpaid,3.8626126990656493,3,False,8,458.7589842747853,Employed,True
144,19,M,Married,80.44070320595009,891.4731114956503,Media and Cultural Studies,2,Distance,Part-time,False,True,Unpaid,0.059424490030015154,9,False,48,273.2612289162088,Student,True
145,18,F,Married,94.40016079326226,801.1480659749378,Economics,2,Block,Part-time,True,False,Exempt,1.9245027672673825,1,False,20,252.98278151000147,Unemployed,False
146,24,M,Divorced,88.35979867740969,845.0116526474811,Development Studies,3,Distance,Full-time,False,True,Unpaid,1.3334713524662511,5,True,47,111.17650960515724,Student,False
147,24,M,Married,81.77680490175129,897.7104233051573,Musicology and Ethnochoreology,2,Block,Part-time,False,True,Exempt,1.7964936557210032,0,False,48,272.3933270151025,Employed,True
148,23,Other,Married,93.67508211154085,810.3121362408076,Economics and Finance,2,Block,Part-time,True,False,Paid,2.282658315923156,5,True,39,70.2924156244485,Employed,False
149,22,M,Divorced,90.90211056521399,854.778469438332,Media and Cultural Studies,1,Block,Full-time,False,True,Exempt,1.7423566320508361,9,True,42,434.84510062977273,Student,False
150,20,Other,Single,99.61033644002212,897.8957507041105,Local Governance Studies,1,Block,Part-time,False,True,Paid,1.6593874012063798,0,True,23,337.9459443541467,Student,True
151,21,M,Single,84.54818991722757,855.549542410586,Soil and Plant Sciences,3,Block,Part-time,False,True,Unpaid,2.930893661653226,7,True,33,496.81772424647096,Employed,False
152,23,M,Single,88.07955752653096,818.9815302972156,Business Management,3,Block,Full-time,True,True,Paid,2.7435051003458586,4,False,7,46.04871389526155,Student,False
153,20,M,Divorced,90.85091606790846,858.2183230092589,"Livestock, Wildlife and Fisheries",2,Block,Full-time,False,False,Unpaid,3.3330851281433915,5,True,43,120.33637492264343,Employed,True
154,20,Other,Married,95.83399976906703,820.4440573949547,Economics and Finance,1,Block,Part-time,False,False,Paid,0.9998359249579822,1,False,32,438.57930213306963,Student,True
155,18,Other,Divorced,90.97677313440117,851.9704262894484,Hospitality Tourism and Culture,3,Distance,Part-time,False,True,Paid,2.4381140390162543,1,True,22,197.62704988445884,Employed,False
156,20,F,Divorced,92.25800321723898,807.4042217912348,Religious Studies,3,Block,Part-time,True,False,Paid,2.3407791415714154,8,False,12,233.15149499094878,Employed,False
157,22,Other,Married,84.52294103179881,860.5482669214405,Urban Planning and Development,4,Block,Full-time,True,True,Paid,1.478951243490755,2,False,48,430.3259436938084,Unemployed,False
158,24,Other,Single,96.9383745617712,851.6789939128158,Fiscal Studies,3,Distance,Part-time,False,False,Exempt,1.9442301676107236,5,False,13,260.91161247497615,Employed,False
159,23,Other,Single,88.57261093940951,874.0161368761463,Soil and Plant Sciences,2,Block,Part-time,True,False,Paid,1.255128573222915,9,False,13,96.73792470718406,Employed,False
160,20,Other,Divorced,82.81919255043539,863.0700471158785,Transport and Logistics,1,Distance,Part-time,False,False,Exempt,0.5673775904679408,4,False,15,446.01505770489047,Unemployed,True
161,18,F,Single,93.28375829010835,854.9606268530756,Politics and Public Administration,3,Block,Part-time,True,False,Unpaid,0.8552048426509313,3,True,48,15.530828211516745,Unemployed,True
162,22,Other,Divorced,84.32180906370616,868.9778849248121,TshiVenda,4,Distance,Part-time,True,False,Unpaid,0.42205458560480436,9,False,37,447.6981338217216,Student,False
163,19,M,Divorced,81.95125020478599,814.3941913572231,Media and Cultural Studies,1,Distance,Part-time,False,True,Exempt,2.7322783007604965,1,True,38,25.260113336167343,Student,True
164,24,M,Married,97.23973816808544,859.5359661258605,Human Resources Management,3,Block,Full-time,False,False,Unpaid,2.642909572436606,7,False,25,332.92468230006403,Employed,True
