StudentID,Age,Gender,MaritalStatus,HighSchoolGPA,EntranceScore,StudyProgram,YearOfStudy,Modeofstudy,PartTimeFullTime,Scholarship,FinancialAid,TuitionStatus,UniversityGPA,CourseFailures,AcademicProbation,LibraryUses,DistanceFromHome,EmploymentStatus,Churn
31,19,Other,Married,99.3324741128844,852.9624664116371,Business,3,Block,Full-time,False,False,Unpaid,0.48854480153537505,3,True,42,355.20156792524176,Unemployed,True
32,18,F,Single,84.21960603557712,805.7462016092232,Business,1,Block,Full-time,False,False,Exempt,1.5266593391205205,3,False,42,145.74092039741066,Employed,True
33,20,F,Married,81.66876748932928,889.4772748865985,Engineering,2,Distance,Part-time,True,False,Paid,0.11693082500016372,7,True,1,85.22578406488756,Unemployed,False
34,21,Other,Married,96.66217133002442,871.4029592582758,Science,3,Distance,Full-time,True,False,Exempt,0.26297377543624245,6,True,28,376.9463281835927,Student,False
35,19,Other,Married,82.52456443179807,831.8368480051195,Arts,1,Distance,Part-time,False,False,Exempt,2.71031938542275,3,True,10,126.61248553532684,Student,True
36,22,Other,Divorced,94.24926117599648,832.8885553144237,Engineering,2,Distance,Full-time,False,True,Paid,3.062034758857045,5,True,15,101.18516609719569,Student,False
37,20,F,Married,90.5237317956978,866.2546864780898,Business,4,Block,Full-time,False,False,Unpaid,3.699634890337989,7,False,44,1.7421846350564874,Student,True
38,18,Other,Married,85.32909109795338,845.0782608684766,Arts,1,Distance,Part-time,True,False,Paid,2.1143494209874993,3,True,3,162.71019022600714,Unemployed,True
39,19,M,Married,87.78788777102972,873.0608271957414,Business,4,Distance,Part-time,True,False,Unpaid,3.4200932357579172,1,True,30,243.32506546247262,Employed,True
40,23,Other,Single,94.3474689334355,829.721809160202,Science,1,Distance,Part-time,True,True,Exempt,2.9378573582281233,4,False,10,414.7269932205937,Employed,False
41,24,M,Single,82.13352608541776,851.8961544891454,Engineering,4,Distance,Full-time,False,True,Exempt,0.27466648912242286,0,False,48,103.47286031984049,Employed,False
42,24,F,Divorced,97.66036546122402,805.3696630911305,Engineering,2,Block,Part-time,False,True,Paid,0.7384763648016075,2,True,31,255.5918987707582,Employed,True
43,19,M,Married,89.91214975549934,824.3710021555493,Arts,3,Distance,Full-time,True,True,Exempt,2.7470713560813547,9,False,43,207.87889595065994,Student,False
44,24,M,Single,95.25128870160935,891.6367765204301,Engineering,2,Distance,Part-time,True,True,Unpaid,3.144112704507739,4,True,1,450.2545398313085,Unemployed,False
45,23,M,Single,82.8193922488154,855.5556687742463,Business,2,Distance,Part-time,False,False,Unpaid,3.7508792030279037,3,True,36,3.152279639807909,Student,True
46,22,M,Single,91.59445749347286,866.695376567999,Arts,3,Distance,Part-time,False,True,Paid,2.265820367811299,8,True,6,254.70164963287945,Employed,True
47,19,M,Married,98.82059096531663,871.4603927918984,Business,2,Block,Full-time,True,True,Paid,1.4879540350324878,1,True,4,352.7573139189728,Employed,False
48,21,Other,Single,82.74442140459628,859.0392270856996,Engineering,3,Block,Part-time,True,False,Unpaid,3.10373659598698,7,True,36,409.0899862992081,Employed,False
49,20,M,Divorced,87.26072202278816,877.9819747861054,Science,1,Block,Full-time,True,False,Exempt,1.956471636387084,2,False,45,338.77734367870846,Student,False
50,20,M,Divorced,86.04587497253148,871.7650868569128,Business,1,Block,Full-time,False,True,Unpaid,2.6039995242137173,3,False,48,402.0991901477841,Student,False
51,18,M,Divorced,95.89321456864593,839.9456318203138,Arts,4,Block,Full-time,True,False,Paid,0.6329758237904519,2,False,47,394.0116387760439,Unemployed,False
52,18,M,Divorced,95.0837589899633,815.9264858245732,Science,1,Distance,Full-time,False,True,Unpaid,3.562746838436271,8,True,36,161.13475587158615,Employed,True
53,21,F,Divorced,82.09445747124973,809.4114775986393,Science,2,Distance,Part-time,True,True,Exempt,1.1125340691796612,2,False,18,197.68019344039288,Employed,True
54,20,M,Married,93.51481260148232,845.0664954731473,Arts,1,Block,Part-time,True,True,Paid,0.2232603335302863,6,True,16,165.65229329395103,Employed,False
55,24,F,Single,97.31648785158465,813.450171549475,Business,4,Distance,Full-time,False,True,Paid,2.772171863752049,4,True,43,136.22925863631679,Unemployed,False
56,18,Other,Single,96.34440202504616,813.6843571486925,Engineering,4,Distance,Part-time,False,False,Unpaid,0.8513968945217925,8,True,36,31.87241630649157,Student,True
57,24,Other,Divorced,99.97264370196987,814.7777875666198,Arts,2,Block,Full-time,True,False,Exempt,1.8986869566698688,1,True,48,400.97574678583993,Unemployed,False
58,18,Other,Single,84.20515591111447,817.8540239220066,Science,1,Block,Full-time,False,False,Paid,3.082309183204561,8,True,33,332.3869433492132,Student,True
59,24,M,Divorced,94.39029749645722,887.427593836709,Business,3,Distance,Part-time,True,True,Paid,0.46866386529798065,7,True,2,373.69090020737394,Unemployed,True
60,19,M,Divorced,99.61757515987041,878.9229543764937,Science,3,Distance,Part-time,False,True,Exempt,0.9794583225536462,7,False,33,57.95177322170547,Student,False
61,18,M,Divorced,84.0920790378427,809.799801020458,Science,3,Block,Full-time,True,True,Unpaid,1.1122476161279238,7,True,45,422.6593856570337,Employed,True
62,18,M,Single,83.25574532175955,808.317958988251,Science,2,Block,Full-time,False,True,Exempt,1.5749181999573092,7,False,42,231.10138544725518,Unemployed,False
63,21,Other,Single,89.6904328345472,878.4725915487143,Science,3,Block,Part-time,True,False,Paid,0.15975659489813587,5,True,35,110.31232101475264,Student,False
64,20,M,Single,97.04249604218607,859.1787712367596,Science,3,Distance,Part-time,True,True,Unpaid,1.5577829012218571,9,True,12,189.53727744809547,Employed,True
65,22,M,Married,89.65422050894671,880.1102314517896,Engineering,1,Block,Full-time,True,True,Paid,0.13167607212005494,2,True,22,141.93199709427674,Student,True
66,20,F,Married,90.01120420627161,814.2138818133681,Engineering,3,Distance,Full-time,False,True,Unpaid,3.4970964760362726,6,False,41,241.11474769663792,Unemployed,False
67,21,Other,Single,97.4840828600883,813.2862268331215,Engineering,3,Distance,Full-time,False,True,Paid,3.3745662413815505,8,False,20,358.632893028994,Unemployed,False
68,21,M,Single,98.51853629607109,864.3204371358916,Arts,1,Distance,Part-time,False,True,Exempt,1.7453185118474206,6,True,46,388.89193667089194,Employed,True
69,18,M,Divorced,95.44160594892561,831.4308057122266,Arts,2,Distance,Part-time,True,True,Exempt,2.8295639554643714,1,True,30,476.25849046020465,Employed,False
70,23,M,Married,91.71395209872684,897.0251261451215,Engineering,1,Block,Full-time,True,True,Paid,0.10489478690421095,7,False,22,21.075203240632334,Employed,True
71,19,F,Divorced,94.44950096565461,870.0436128868819,Science,2,Distance,Full-time,False,False,Exempt,0.8690729729453688,7,False,27,342.1998845590096,Employed,True
72,22,F,Married,92.5444593406134,824.1070965935238,Engineering,4,Distance,Full-time,False,False,Unpaid,3.9078193526862153,9,False,40,102.70992939925982,Unemployed,True
73,22,F,Divorced,80.37101208093151,865.1891652590261,Engineering,3,Distance,Part-time,False,False,Paid,2.7008442142466924,7,True,2,399.23009208002316,Unemployed,True
74,18,M,Married,89.5618232101981,823.7523057450326,Arts,2,Distance,Full-time,False,False,Unpaid,2.95940995040509,7,False,19,224.56476571050194,Unemployed,True
75,19,M,Single,84.59823554116004,802.8415209221398,Business,3,Distance,Part-time,True,False,Unpaid,1.8709687324712747,9,False,25,115.13686606024831,Unemployed,True
76,18,Other,Divorced,88.94290247376966,887.3108444333886,Engineering,4,Block,Part-time,True,False,Exempt,3.300449811350915,7,True,8,245.60438280964252,Employed,True
77,21,M,Married,87.43875266239479,838.9099517271053,Science,3,Distance,Part-time,False,True,Exempt,3.213831202086861,4,True,3,475.3632505925333,Student,True
78,18,M,Married,92.85050791881868,868.3464591339296,Science,2,Distance,Full-time,False,False,Paid,3.929287265698075,9,False,7,336.1436642565959,Unemployed,True
79,21,M,Married,91.71739752607247,802.5442050347741,Arts,1,Distance,Part-time,True,True,Unpaid,3.4999638084353726,2,True,8,437.4034901138595,Student,True
80,20,M,Married,87.39145329763133,887.6611867729918,Engineering,1,Distance,Part-time,False,False,Unpaid,3.1277680238466345,6,False,39,308.4683003352552,Student,True
81,20,F,Divorced,89.06982003057682,875.8228830047537,Business,3,Distance,Full-time,True,False,Unpaid,3.933478593659698,2,True,10,208.87666904505002,Unemployed,True
82,22,Other,Single,97.6442710248478,816.6833603728425,Science,1,Block,Full-time,True,False,Unpaid,2.790249472878923,1,False,38,239.5437512894324,Employed,True
83,18,Other,Single,90.55272236134826,856.8517904516402,Business,1,Block,Part-time,True,False,Paid,2.7387474675242762,9,True,24,422.16751431389656,Unemployed,True
84,20,Other,Single,89.51193886381004,834.3093579404716,Science,3,Block,Full-time,False,True,Exempt,3.921072090745326,0,False,45,138.50243392637114,Student,False
85,19,F,Single,89.48523762313357,824.0127546971488,Business,1,Block,Full-time,True,False,Paid,3.543569990299028,5,True,23,491.7228175140479,Unemployed,False
86,23,M,Divorced,88.70060673756292,878.8964811883428,Business,2,Block,Part-time,True,True,Paid,1.7542699222703777,2,True,4,11.483344075681135,Employed,True
87,20,Other,Single,81.34086536520078,818.8171365834716,Engineering,2,Distance,Full-time,False,False,Paid,3.6588420774187327,0,True,13,208.28168922027257,Employed,True
88,18,Other,Single,81.46363445142913,885.8554270495985,Science,1,Distance,Full-time,False,True,Exempt,1.8804303266442104,5,True,45,373.92572284912063,Student,True
89,23,M,Divorced,84.56490542973219,858.852963903313,Engineering,4,Distance,Full-time,False,False,Paid,3.6105892676324496,2,True,41,78.59625661337726,Employed,False
90,20,Other,Divorced,80.41110827400769,833.4569433091441,Business,4,Distance,Full-time,True,True,Paid,2.8368565307479967,2,False,30,432.97933374775357,Unemployed,False
91,22,M,Married,99.13005492455945,863.7838309136815,Business,3,Block,Full-time,False,False,Paid,0.1692729856389139,9,False,44,225.16641060803184,Unemployed,True
92,20,M,Married,94.31989322117998,863.6323021187123,Arts,4,Distance,Full-time,True,True,Paid,3.9652416933582604,9,True,3,337.34966004592764,Student,True
93,22,M,Single,92.27614460256153,890.685737511004,Science,1,Distance,Part-time,False,False,Exempt,1.5615731227484528,9,False,45,263.566064278461,Student,True
94,18,Other,Single,92.06391989613492,878.9050927082257,Science,2,Distance,Full-time,True,True,Paid,0.4895799058446517,6,False,0,146.7621795789868,Student,False
95,19,M,Divorced,92.70340963553377,814.5233121952158,Arts,4,Distance,Part-time,True,True,Exempt,3.579821220741541,8,True,44,95.80632661614902,Unemployed,False
96,24,F,Divorced,88.45541095535941,827.8554353520633,Business,4,Block,Part-time,True,False,Unpaid,0.6846068426114673,0,False,31,286.74181989600413,Student,True
97,21,Other,Divorced,94.64853857690704,857.2284239806074,Business,2,Distance,Part-time,False,True,Paid,2.767476774555501,1,False,35,412.2573205162794,Employed,True
98,23,F,Divorced,92.23051191394862,855.0571413381417,Engineering,1,Block,Full-time,False,True,Exempt,1.6406057766737372,3,True,44,112.00896630696484,Unemployed,False
99,23,F,Single,96.72362055100854,887.2900297867801,Science,1,Block,Full-time,True,True,Unpaid,1.404850698534815,1,True,21,251.18232766427522,Employed,True
100,19,Other,Married,96.93325344457921,883.3781872045495,Science,1,Distance,Part-time,True,True,Paid,1.5320487741677313,9,True,21,475.0625135733338,Unemployed,True
101,24,F,Single,97.26737715910677,885.9696625949398,Science,3,Block,Part-time,False,True,Paid,0.2521617769315969,9,True,45,76.20355030916714,Student,True
102,20,M,Married,82.99985953090969,849.4710740617361,Engineering,2,Block,Full-time,False,True,Exempt,2.294707176040593,9,False,47,403.51658265333185,Student,True
103,19,Other,Married,87.73808077545408,810.9215439870094,Arts,2,Block,Part-time,True,True,Exempt,3.1130479266833815,3,True,24,378.21270144923955,Employed,True
104,24,F,Single,93.45572143389802,841.9988874767403,Business,2,Block,Full-time,True,False,Exempt,0.4246670472404226,3,True,5,424.77290841957944,Unemployed,False
105,23,Other,Divorced,92.18143147167989,886.3637996663982,Business,1,Distance,Part-time,True,False,Unpaid,0.41048570744017576,1,False,21,202.70457584514483,Unemployed,True
106,20,Other,Single,89.41016605033977,845.6894957538847,Engineering,4,Distance,Part-time,True,True,Unpaid,1.0526137098410424,1,False,9,250.7533943314964,Student,True
107,24,M,Married,98.57387671607954,819.6543435765407,Engineering,2,Block,Full-time,False,False,Unpaid,2.52425467251919,5,False,0,136.43663781435012,Unemployed,True
108,23,M,Single,87.63074822769555,883.0630678198356,Engineering,3,Distance,Full-time,False,False,Exempt,1.7839231662160966,7,True,16,117.91329263701178,Employed,True
109,19,F,Divorced,91.44619845196522,833.4955162582755,Science,2,Distance,Part-time,False,False,Exempt,2.6343896793980717,2,False,20,403.94984091964415,Unemployed,False
110,23,Other,Divorced,86.7656893322536,882.0246974895791,Science,3,Distance,Part-time,False,False,Paid,2.1248212617189375,5,False,7,203.81095520565856,Employed,True
111,21,Other,Divorced,99.41045575550501,885.1071566576021,Business,2,Distance,Part-time,False,True,Unpaid,1.855173451067658,6,True,34,90.64323709736777,Student,False
112,21,M,Divorced,85.94745050884502,803.4862344535943,Engineering,2,Distance,Part-time,False,True,Paid,3.7343361971940983,8,True,8,176.93495968308287,Employed,False
113,19,F,Married,88.94758732896908,825.7060107150642,Science,1,Block,Part-time,True,False,Paid,1.0840619824276505,8,True,19,183.82933835572118,Unemployed,False
114,21,M,Married,86.2104063647486,894.998785309637,Engineering,4,Block,Part-time,False,True,Exempt,0.21404908840589432,0,True,9,65.58707479620935,Student,False
115,20,F,Divorced,93.60924994744674,811.7041156170449,Business,3,Distance,Full-time,True,False,Unpaid,1.887588443550524,0,True,6,497.8928408778388,Student,False
116,19,M,Single,92.83075994685382,803.9216331498521,Arts,1,Block,Part-time,True,True,Unpaid,2.233069221286187,1,False,42,484.1013588003381,Unemployed,True
117,20,Other,Single,98.26080180414479,859.1872697282292,Science,2,Block,Full-time,True,True,Paid,1.5710510469958998,4,False,20,237.68752675712602,Student,False
118,19,M,Single,88.01716097976252,868.0820782892833,Arts,4,Distance,Full-time,True,False,Unpaid,2.0933756831521433,5,True,22,21.27405882339628,Student,False
119,23,M,Single,84.22207347767677,832.2148445113133,Science,3,Block,Part-time,False,True,Unpaid,0.36801368854881655,1,True,2,388.87218219429127,Employed,True
120,22,Other,Single,90.42751004029199,824.5051800289452,Engineering,2,Distance,Part-time,True,False,Paid,2.064141359347053,9,False,19,420.1570179354261,Employed,True
121,20,M,Married,83.17830389017591,862.1264992705717,Arts,2,Distance,Part-time,True,True,Exempt,0.551068658181566,5,True,43,447.074025045702,Employed,True
122,18,M,Divorced,86.66931580056075,846.9567800037014,Engineering,4,Distance,Part-time,True,True,Exempt,1.0689700286732866,2,True,49,186.77803165651358,Unemployed,False
123,22,F,Married,88.13570532645781,808.7669360770728,Engineering,2,Distance,Full-time,True,False,Unpaid,2.884721404601907,1,False,13,266.61363228006485,Employed,True
124,20,M,Single,92.12197115253858,840.738505081422,Arts,2,Distance,Full-time,False,False,Exempt,0.781388727709067,8,True,22,375.8764853512017,Unemployed,True
125,19,M,Divorced,86.04889690320788,804.6604029960215,Business,1,Distance,Full-time,True,False,Paid,2.906692754473208,7,False,47,477.56777983292585,Student,False
126,19,F,Single,98.09174459175244,830.8764689166613,Engineering,4,Block,Part-time,True,False,Exempt,3.4624457338470473,0,True,18,255.51573421186708,Student,False
127,20,F,Single,81.35761305603884,889.773533544846,Arts,4,Distance,Full-time,True,True,Paid,2.6740183777149378,6,False,46,344.7340882062909,Unemployed,True
128,19,Other,Divorced,91.0250287909201,869.5549770548021,Business,3,Distance,Part-time,True,True,Unpaid,3.757015780849143,5,True,41,423.1133962542296,Unemployed,True
129,22,M,Single,80.83366397366588,833.0081527388893,Science,4,Block,Part-time,False,False,Paid,1.273285597661908,4,True,39,371.98406742460674,Student,True
130,21,Other,Divorced,94.98198214387764,834.302966169986,Engineering,1,Distance,Full-time,False,True,Paid,2.8129720447020587,6,True,34,310.26516320196293,Unemployed,True
131,23,M,Single,88.11822078819984,800.7450389932588,Engineering,3,Distance,Part-time,False,True,Exempt,2.5582108197166793,5,False,3,104.71784515342908,Unemployed,False
132,22,F,Married,93.03383897887933,854.8343109107996,Engineering,3,Distance,Full-time,True,True,Exempt,3.800118934761168,8,True,14,481.5283856693298,Unemployed,False
133,21,Other,Married,81.97653806132902,835.1740360823658,Business,4,Distance,Part-time,False,False,Paid,0.21129981287604416,5,False,19,470.3898019864496,Employed,True
134,19,M,Married,89.5279295797521,861.108893214943,Engineering,2,Distance,Part-time,True,False,Unpaid,3.252463753002946,5,False,13,420.8174633662574,Employed,True
135,24,Other,Single,93.50206973882594,896.899353098874,Arts,2,Distance,Part-time,False,True,Unpaid,3.7205713955581565,6,True,21,418.0824386557019,Employed,True
136,24,M,Divorced,84.68948812479991,840.0046040605205,Science,2,Distance,Part-time,False,True,Unpaid,3.000249433640528,9,True,8,224.94869530257256,Unemployed,False
137,18,F,Married,97.3757832580613,801.4086998060742,Arts,1,Distance,Part-time,False,False,Exempt,2.249631951839729,1,True,9,374.9781291354359,Student,True
138,22,F,Divorced,81.53436332743304,897.783029507138,Arts,4,Block,Full-time,True,False,Unpaid,3.7048133198986894,1,True,33,308.2380658805039,Unemployed,True
139,20,Other,Divorced,90.0863854341006,830.7612892727176,Science,2,Block,Part-time,True,False,Exempt,2.0930068703655826,1,True,27,189.83403628239043,Employed,True
140,21,M,Married,95.21734938612728,833.4943351228621,Science,1,Block,Full-time,True,True,Exempt,0.33816264668639606,7,True,26,61.49243814720423,Student,False
141,23,M,Divorced,91.8738326990833,833.9550677455402,Business,4,Distance,Part-time,True,True,Unpaid,3.825185540781218,0,True,8,67.18751930916439,Unemployed,True
142,24,Other,Married,87.85919420396256,824.3014309116843,Arts,1,Distance,Full-time,True,True,Exempt,1.1883241365318438,2,True,10,0.016537389961435167,Employed,False
143,19,Other,Divorced,86.40868098739782,802.9022682500827,Business,2,Distance,Part-time,True,False,Paid,0.2150883660912588,5,True,10,108.44462841647568,Student,True
144,20,F,Divorced,84.52162743356114,829.8457804384389,Engineering,3,Block,Part-time,True,True,Paid,0.8525407852407496,7,False,20,29.155520540909198,Student,False
145,19,Other,Single,82.46263349656554,878.2298787675015,Science,4,Distance,Part-time,False,False,Exempt,0.22606410932881182,9,True,14,255.68675305894473,Employed,True
146,19,Other,Married,98.39846257069877,814.8412363313882,Business,2,Block,Part-time,False,True,Paid,3.3517795630361835,6,True,10,105.90212159485529,Unemployed,False
147,19,M,Divorced,92.12685552347679,809.1009945976958,Business,4,Distance,Part-time,False,True,Paid,3.6989618825466843,8,True,3,353.7182935284053,Employed,True
148,23,F,Divorced,90.32114980571667,843.1561964296142,Science,1,Distance,Part-time,True,False,Exempt,2.4292595271629582,2,True,22,232.24003263527177,Employed,False
149,24,M,Divorced,80.83121900432901,819.5293629096376,Science,2,Distance,Full-time,True,False,Exempt,1.0058843565537368,5,True,13,316.2695013198415,Unemployed,True
150,24,M,Divorced,83.27871357113618,813.2561064154744,Science,4,Distance,Part-time,False,False,Exempt,3.374237837232556,1,True,48,228.65484175749478,Student,True
151,18,M,Divorced,80.22671634118292,816.8816921611399,Science,4,Distance,Full-time,True,True,Exempt,0.4402354580318746,2,True,15,495.7693216305724,Student,False
152,23,M,Married,92.81187514704739,891.1646549022122,Science,4,Distance,Full-time,False,True,Paid,0.6763826635543206,8,False,20,145.3782047362751,Unemployed,False
153,23,Other,Divorced,85.88892820990004,842.6610997814739,Arts,4,Block,Full-time,False,True,Paid,0.41723588895083896,7,True,41,313.00730597758155,Employed,False
154,19,Other,Single,82.02393282105278,834.4246643757099,Science,2,Distance,Full-time,False,True,Paid,1.7426048381209185,5,True,34,467.92351538077577,Employed,False
155,19,F,Single,97.0011557872832,810.1212119762077,Arts,2,Distance,Full-time,False,True,Exempt,3.00642357023132,9,True,29,43.26942673504536,Unemployed,False
156,20,Other,Divorced,83.16347493668533,802.6075083545088,Engineering,4,Distance,Full-time,False,False,Exempt,1.8042986665086933,1,True,18,126.73720124653359,Unemployed,False
157,18,Other,Married,96.1730741940177,869.8041764570701,Science,1,Distance,Full-time,False,False,Paid,0.1612332313693834,0,True,2,414.65745067388457,Employed,False
158,20,M,Divorced,82.29808326768514,869.4152483913946,Business,2,Distance,Full-time,True,False,Exempt,0.6481840960421485,7,True,14,295.68486742882516,Unemployed,False
159,18,M,Divorced,80.5504655814038,865.2243869713719,Arts,2,Block,Full-time,False,False,Exempt,3.594442385126626,8,True,38,285.1446477714084,Unemployed,True
160,18,F,Divorced,88.21411705109796,884.7367639186564,Science,3,Block,Part-time,False,True,Exempt,0.7851059438308905,6,False,12,246.43171840966644,Employed,False
161,23,F,Married,88.2278497158577,888.3355818089756,Engineering,4,Distance,Part-time,False,True,Unpaid,1.6323014259966269,1,True,24,151.65981796396093,Unemployed,True
162,20,Other,Married,93.42408868643159,861.0829800144257,Science,3,Block,Full-time,False,False,Paid,2.076906160405132,7,False,40,397.43845966436015,Employed,True
163,21,Other,Single,86.48319788842242,816.648972494785,Business,1,Block,Part-time,True,True,Exempt,0.9166023511589083,4,True,43,198.58629098260627,Student,True
164,20,M,Divorced,91.6730658995342,861.223616391762,Arts,2,Distance,Full-time,False,True,Unpaid,3.573705029231292,3,True,38,53.707495934281646,Unemployed,False
165,21,Other,Married,82.02704691030138,854.2150644835747,Arts,4,Distance,Part-time,False,False,Paid,1.935597491495895,4,True,22,435.89080137826477,Unemployed,True
166,20,Other,Married,91.19758049620864,851.0270658861566,Science,2,Distance,Full-time,True,False,Exempt,3.9327288941080503,6,False,7,67.15827239792117,Student,False
167,24,Other,Divorced,81.74413159085144,842.3108308086565,Arts,2,Distance,Part-time,False,False,Exempt,2.031019991976219,1,False,34,227.01500934482854,Employed,False
168,22,M,Divorced,89.9678540698584,857.4417603051129,Engineering,1,Distance,Full-time,True,False,Paid,3.47967159884695,1,False,27,428.78839026341427,Student,False
169,23,M,Single,90.38219929214532,800.265847344005,Arts,4,Distance,Part-time,False,True,Exempt,1.3790378897471145,8,False,31,348.72256698640507,Student,True
170,21,Other,Married,99.52266061154515,814.0304303981129,Engineering,1,Block,Part-time,True,False,Paid,1.8233452893969893,0,True,33,136.5420827616295,Employed,True
171,23,M,Single,83.3696379122432,842.8393775013695,Arts,2,Distance,Full-time,False,False,Exempt,0.7239405565728658,3,True,13,171.1579709240193,Unemployed,True
172,21,Other,Divorced,92.94592043094917,850.0435370612939,Arts,3,Distance,Part-time,False,True,Paid,2.4391573445746486,4,True,8,401.45921899897746,Employed,True
173,20,M,Married,85.25910709102673,833.6384629119145,Science,1,Distance,Full-time,True,True,Unpaid,0.5166770821137159,6,False,46,464.58353717693615,Employed,True
174,24,Other,Single,96.31562924028613,865.4416464072232,Arts,3,Block,Full-time,False,False,Paid,3.104990185642972,1,False,30,161.31607802645243,Employed,False
175,21,F,Married,89.83313876414755,859.0721185393077,Science,3,Block,Full-time,True,False,Paid,1.1397837475201245,6,False,7,166.05946190372578,Unemployed,False
